NOTICE_REF,NOTICE_TITLE,NOTICE_DATETIME,NOTICE_CONTENT
http://bjjtgl.gov.cn/jgj/bjsgajtg/448785/index.html,关于2016（第十四届）北京国际汽车展览会 对部分道路采取交通管制措施的通告,2016-04-20,北京市公安局通告2016（第十四届）北京国际汽车展览会（以下简称“车展”）将于4月25日至5月4日在北京市顺义区中国国际展览中心新馆（以下简称“新国展”）举行，预计80万名观众观展。其中，4月25日、26日为媒体日，27日、28日为专业日。为保证车展期间的道路交通安全与畅通，根据《北京市实施〈中华人民共和国道路交通安全法〉办法》的有关规定，决定自4月25日起至5月4日止，对“新国展”地区及相关道路分时、分段采取交通管制措施。现通告如下：一、4月25日至5月4日，每日7时至19时30分，裕东路，展馆西侧路、北侧路，裕丰路馨园二路北口至安华街交叉路口（不含），安毓街，除持有组委会核发的“车展”专用车证的车辆以及公共汽车外，禁止其他机动车通行和停放；裕东路由南向北方向，禁止各种车辆通行。二、4月25日至5月4日，每日8时至19时30分，京密路马连店路口（不含）经天北路至安华街路口（不含），安华街路口至裕丰路交叉路口，裕丰路至安祥街交叉路口，安祥街，除持有组委会核发的“车展”专用车证或管制道路内小区居民、单位车辆通行证的车辆以及公共汽车、旅游巴士外，禁止其他机动车通行和停放。天北路罗马环岛（不含）北向南方向，除持有组委会核发的“车展”专用车证或管制道路内小区居民、单位车辆通行证的车辆以及公共汽车外，禁止其他机动车通行。上述管制区域内的小区居民和单位车辆所有人，请于4月22日至25日每日8时至17时持有效证件到本小区物业公司办理车辆通行证。三、“车展”期间，京承高速公路出京方向火沙路出口将视情况采取临时封闭措施，封闭期间除持有“车展”专用车证、管制道路内小区居民、单位车辆通行证的车辆以及公共汽车、旅游巴士外，禁止其他车辆通行。四、“车展”期间，观众可乘地铁15号线或东直门、三元桥乘坐公共汽车至马连店或花梨坎站到达“新国展”。请观众选择乘坐公共交通工具前往。五、由于“车展”期间京承高速公路、机场高速公路、京密路车流量大，易造成交通拥堵。为避免过境车辆和前往怀柔、密云、平谷、承德等方向旅游车辆长时间滞留，请提前选择好其它路线行驶。请社会单位及各界群众提前安排出行路线，并给予理解支持，自觉遵照执行。特此通告。 北京市公安局 　2016年4月18日2016年第4号关于2016（第十四届）北京国际汽车展览会对部分道路采取交通管制措施的通告2016（第十四届）北京国际汽车展览会（以下简称“车展”）将于4月25日至5月4日在北京市顺义区中国国际展览中心新馆（以下简称“新国展”）举行，预计80万名观众观展。其中，4月25日、26日为媒体日，27日、28日为专业日。为保证车展期间的道路交通安全与畅通，根据《北京市实施〈中华人民共和国道路交通安全法〉办法》的有关规定，决定自4月25日起至5月4日止，对“新国展”地区及相关道路分时、分段采取交通管制措施。现通告如下：一、4月25日至5月4日，每日7时至19时30分，裕东路，展馆西侧路、北侧路，裕丰路馨园二路北口至安华街交叉路口（不含），安毓街，除持有组委会核发的“车展”专用车证的车辆以及公共汽车外，禁止其他机动车通行和停放；裕东路由南向北方向，禁止各种车辆通行。二、4月25日至5月4日，每日8时至19时30分，京密路马连店路口（不含）经天北路至安华街路口（不含），安华街路口至裕丰路交叉路口，裕丰路至安祥街交叉路口，安祥街，除持有组委会核发的“车展”专用车证或管制道路内小区居民、单位车辆通行证的车辆以及公共汽车、旅游巴士外，禁止其他机动车通行和停放。天北路罗马环岛（不含）北向南方向，除持有组委会核发的“车展”专用车证或管制道路内小区居民、单位车辆通行证的车辆以及公共汽车外，禁止其他机动车通行。上述管制区域内的小区居民和单位车辆所有人，请于4月22日至25日每日8时至17时持有效证件到本小区物业公司办理车辆通行证。三、“车展”期间，京承高速公路出京方向火沙路出口将视情况采取临时封闭措施，封闭期间除持有“车展”专用车证、管制道路内小区居民、单位车辆通行证的车辆以及公共汽车、旅游巴士外，禁止其他车辆通行。四、“车展”期间，观众可乘地铁15号线或东直门、三元桥乘坐公共汽车至马连店或花梨坎站到达“新国展”。请观众选择乘坐公共交通工具前往。五、由于“车展”期间京承高速公路、机场高速公路、京密路车流量大，易造成交通拥堵。为避免过境车辆和前往怀柔、密云、平谷、承德等方向旅游车辆长时间滞留，请提前选择好其它路线行驶。请社会单位及各界群众提前安排出行路线，并给予理解支持，自觉遵照执行。特此通告。 北京市公安局 　2016年4月18日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/435914/index.html,关于2016年“春节”期间 调整本市机动车和非本市进京载客汽车 交通管理措施的公告,2016-02-03,北京市公安局公安交通管理局通告根据国务院办公厅关于2016年部分节假日的安排， 2016年2月6日至2月14日期间，对本市机动车和非本市进京载客汽车交通管理措施进行以下调整：一、本市机动车不受工作日高峰时段区域限行交通管理措施的限制。二、非本市进京载客汽车不受7时至9时、17时至20时禁止在五环路（含）以内道路行驶和9时至17时按车牌尾号区域限行交通管理措施的限制。 特此公告。 　 　北京市公安局公安交通管理局 　2016年2月2日关于2016年“春节”期间调整本市机动车和非本市进京载客汽车交通管理措施的公告根据国务院办公厅关于2016年部分节假日的安排， 2016年2月6日至2月14日期间，对本市机动车和非本市进京载客汽车交通管理措施进行以下调整：一、本市机动车不受工作日高峰时段区域限行交通管理措施的限制。二、非本市进京载客汽车不受7时至9时、17时至20时禁止在五环路（含）以内道路行驶和9时至17时按车牌尾号区域限行交通管理措施的限制。 特此公告。 　 　北京市公安局公安交通管理局 　2016年2月2日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/426625/index.html,关于北池子北口东进口禁止大型载客汽车 由东向东方向掉头的通告,2015-12-04,北京市公安局公安交通管理局通告为保证北池子大街与五四大街相交路口的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2015年12月11日起，北池子北口东进口禁止大型载客汽车由东向东方向掉头。特此通告。 北京市公安局公安交通管理局 　2015年12月3日2015年第47号关于北池子北口东进口禁止大型载客汽车由东向东方向掉头的通告为保证北池子大街与五四大街相交路口的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2015年12月11日起，北池子北口东进口禁止大型载客汽车由东向东方向掉头。特此通告。 北京市公安局公安交通管理局 　2015年12月3日
http://bjjtgl.gov.cn/jgj/bjsgajtg/446805/index.html,关于安利纽崔莱2016北京国际长跑节 对部分道路采取临时交通管制的通告,2016-04-08,"北京市公安局通告经市政府批准，安利纽崔莱2016北京国际长跑节定于4月17日（星期日）7时举行。比赛起点设在天安门广场，终点设在奥林匹克公园庆典广场。届时，将有2.1万名长跑爱好者分别参加半程马拉松和家庭跑比赛。具体比赛路线是：半程马拉松：由天安门广场出发，经广场东侧路、东长安街、东、北二环辅路（建国门桥至安定门桥）、安外大街、安定路、奥体中路、北辰路、北土城路口、北辰路、北辰桥、国家体育场南路、湖景东路、国家体育场北路、天辰西路、惠忠路、天辰东路、国家体育馆东门、奥林匹克公园景观大道到达比赛终点。为保障比赛活动顺利进行，确保赛事交通安全畅通，根据《北京市实施〈中华人民共和国道路交通安全法〉办法》有关规定，比赛期间将对部分道路分时、分段采取临时交通管制措施。现通告如下：一、4月17日赛事期间，下列时间、道路除持有安利纽崔莱2016北京国际长跑节比赛专用车证的车辆外，其他机动车将分时、分段禁止通行。1．6时50分起，由天安门广场东侧路南口（不含）经广场东侧路至广场东侧路北口（不含）机动车道，禁止机动车通行。社会车辆可绕行大会堂西侧路。2．6时55分起，东长安街由广场西侧路北口（不含）至建国门桥机动车道，禁止机动车通行。社会车辆可绕行崇文门西大街、前门东大街。3．7时05分起，东二环辅路由建国门桥经朝阳门桥至东四十条桥机动车道，禁止机动车通行。社会车辆可绕行朝阳门内大街、朝阳门外大街。4．7时10分起，东二环辅路由东四十条桥经东直门桥至小街桥机动车道，禁止机动车通行。社会车辆可绕行平安大街、工人体育场北路、东直门内大街、东直门外大街。5．7时20分起，北二环辅路小街桥经雍和宫桥至安定门桥机动车道，禁止机动车通行。社会车辆可绕行和平里东街、和平里西街、东直门北小街、雍和宫大街。6．7时28分起，由安定门桥经安外大街至安贞桥机动车道，禁止机动车通行。社会车辆可绕行鼓楼外大街、和平里西街。7．7时35分起，由安贞桥经安定路至奥体东门路口机动车道，禁止机动车通行。社会车辆可绕行樱花园西街。8．7时43分起，由奥体东门路口经奥体中路至奥体西门路口机动车道，禁止机动车通行。社会车辆可绕行北辰西路。9．7时50分起，由奥体西门路口经北辰路、北土城路口、北辰路至民族园路口机动车道，禁止机动车通行。社会车辆可绕行北辰西路。10．8时01分起，国家体育场北路（湖景东路至天辰西路路段）机动车道，禁止机动车通行。社会车辆可绕行北辰西路。二、4月17日赛事期间,上述道路禁止各种车辆停放，禁止堆放各类物品，避免影响比赛正常进行。三、比赛期间，行经比赛沿线各交叉路口的车辆和行人，服从交通民警和工作人员指挥。四、交通管制路段恢复社会交通时间由公安机关交通管理部门根据比赛情况决定。五、比赛沿线单位和广大市民，请提前安排好出行路线，以免影响工作和生活。请社会各单位和广大群众给予理解和支持，自觉遵照执行。特此通告。 　　 北京市公安局 　2016年4月7日2016年第3号关于安利纽崔莱2016北京国际长跑节对部分道路采取临时交通管制的通告经市政府批准，安利纽崔莱2016北京国际长跑节定于4月17日（星期日）7时举行。比赛起点设在天安门广场，终点设在奥林匹克公园庆典广场。届时，将有2.1万名长跑爱好者分别参加半程马拉松和家庭跑比赛。具体比赛路线是：半程马拉松：由天安门广场出发，经广场东侧路、东长安街、东、北二环辅路（建国门桥至安定门桥）、安外大街、安定路、奥体中路、北辰路、北土城路口、北辰路、北辰桥、国家体育场南路、湖景东路、国家体育场北路、天辰西路、惠忠路、天辰东路、国家体育馆东门、奥林匹克公园景观大道到达比赛终点。为保障比赛活动顺利进行，确保赛事交通安全畅通，根据《北京市实施〈中华人民共和国道路交通安全法〉办法》有关规定，比赛期间将对部分道路分时、分段采取临时交通管制措施。现通告如下：一、4月17日赛事期间，下列时间、道路除持有安利纽崔莱2016北京国际长跑节比赛专用车证的车辆外，其他机动车将分时、分段禁止通行。1．6时50分起，由天安门广场东侧路南口（不含）经广场东侧路至广场东侧路北口（不含）机动车道，禁止机动车通行。社会车辆可绕行大会堂西侧路。2．6时55分起，东长安街由广场西侧路北口（不含）至建国门桥机动车道，禁止机动车通行。社会车辆可绕行崇文门西大街、前门东大街。3．7时05分起，东二环辅路由建国门桥经朝阳门桥至东四十条桥机动车道，禁止机动车通行。社会车辆可绕行朝阳门内大街、朝阳门外大街。4．7时10分起，东二环辅路由东四十条桥经东直门桥至小街桥机动车道，禁止机动车通行。社会车辆可绕行平安大街、工人体育场北路、东直门内大街、东直门外大街。5．7时20分起，北二环辅路小街桥经雍和宫桥至安定门桥机动车道，禁止机动车通行。社会车辆可绕行和平里东街、和平里西街、东直门北小街、雍和宫大街。6．7时28分起，由安定门桥经安外大街至安贞桥机动车道，禁止机动车通行。社会车辆可绕行鼓楼外大街、和平里西街。7．7时35分起，由安贞桥经安定路至奥体东门路口机动车道，禁止机动车通行。社会车辆可绕行樱花园西街。8．7时43分起，由奥体东门路口经奥体中路至奥体西门路口机动车道，禁止机动车通行。社会车辆可绕行北辰西路。9．7时50分起，由奥体西门路口经北辰路、北土城路口、北辰路至民族园路口机动车道，禁止机动车通行。社会车辆可绕行北辰西路。10．8时01分起，国家体育场北路（湖景东路至天辰西路路段）机动车道，禁止机动车通行。社会车辆可绕行北辰西路。二、4月17日赛事期间,上述道路禁止各种车辆停放，禁止堆放各类物品，避免影响比赛正常进行。三、比赛期间，行经比赛沿线各交叉路口的车辆和行人，服从交通民警和工作人员指挥。四、交通管制路段恢复社会交通时间由公安机关交通管理部门根据比赛情况决定。五、比赛沿线单位和广大市民，请提前安排好出行路线，以免影响工作和生活。请社会各单位和广大群众给予理解和支持，自觉遵照执行。特此通告。 　　 北京市公安局 　2016年4月7日"
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/434423/index.html,关于朝阳区工人体育场北路 采取交通管理措施的通告,2016-01-25,北京市公安局公安交通管理局通告为保证工人体育场北路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月30日起，朝阳区工人体育场北路与三里屯路交叉路口，南北方向禁止机动车直行、左转，东西方向禁止机动车左转。长虹桥下路口禁止机动车由西向西方向掉头。特此通告。 　　 北京市公安局公安交通管理局 　2016年1月21日2016年第7号关于朝阳区工人体育场北路采取交通管理措施的通告为保证工人体育场北路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月30日起，朝阳区工人体育场北路与三里屯路交叉路口，南北方向禁止机动车直行、左转，东西方向禁止机动车左转。长虹桥下路口禁止机动车由西向西方向掉头。特此通告。 　　 北京市公安局公安交通管理局 　2016年1月21日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/424985/index.html,关于西城区三里河路与月坛南街 相交路口禁止机动车由北向东 方向左转弯的通告,2015-11-25,北京市公安局公安交通管理局通告 北京市公安局公安交通管理局 2015年11月25日2015年第46号关于西城区三里河路与月坛南街相交路口禁止机动车由北向东方向左转弯的通告 北京市公安局公安交通管理局 2015年11月25日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/446445/index.html,关于海淀区万泉庄路圣化寺路路口 万柳中路路口采取交通管理措施的通告,2016-04-07,北京市公安局公安交通管理局通告为保证海淀区万泉庄路等道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年4月12日起，海淀区圣化寺路与万泉庄路交叉口禁止机动车由东向东方向掉头；万柳中路与万泉庄路交叉口禁止机动车由西向西和北向北方向掉头。特此通告。 北京市公安局公安交通管理局 　2016年4月5日2016年第23号关于海淀区万泉庄路圣化寺路路口万柳中路路口采取交通管理措施的通告为保证海淀区万泉庄路等道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年4月12日起，海淀区圣化寺路与万泉庄路交叉口禁止机动车由东向东方向掉头；万柳中路与万泉庄路交叉口禁止机动车由西向西和北向北方向掉头。特此通告。 北京市公安局公安交通管理局 　2016年4月5日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/433748/index.html,关于朝阳区垂杨柳东里北侧路 禁止机动车由西向东方向行驶的通告,2016-01-20,北京市公安局公安交通管理局通告为保证朝阳区垂杨柳东里北侧路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月23日起，朝阳区垂杨柳东里北侧路（三环路至垂杨柳中街）禁止机动车由西向东方向行驶。特此通告。 北京市公安局公安交通管理局 2016年1月18日2016年第6号关于朝阳区垂杨柳东里北侧路禁止机动车由西向东方向行驶的通告为保证朝阳区垂杨柳东里北侧路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月23日起，朝阳区垂杨柳东里北侧路（三环路至垂杨柳中街）禁止机动车由西向东方向行驶。特此通告。 北京市公安局公安交通管理局 2016年1月18日
http://bjjtgl.gov.cn/jgj/bjsgajtg/424925/index.html,关于第四次中国—中东欧 领导人会晤在京活动期间采取 交通管制措施的通告,2015-11-24,"北京市公安局通告第四次中国—中东欧领导人会晤定于2015年11月23日至27日在苏州、上海、北京举行，其中，25日至27日在北京举行国事活动。为确保活动顺利进行,保障交通安全畅通，根据《北京市实施〈中华人民共和国道路交通安全法〉办法》的有关规定，11月25日至27日，首都机场高速公路、东二环路、长安街、建国门内外大街、复兴门内外大街将频繁采取临时交通管控措施。届时，交管部门将根据活动情况发布交通管控信息，请广大群众注意收听、收看，提前安排好出行路线，以免影响您的出行。请社会各单位和广大群众给予理解和支持，自觉遵照执行。特此通告。 北京市公安局 2015年11月19日2015年第15号关于第四次中国—中东欧领导人会晤在京活动期间采取交通管制措施的通告第四次中国—中东欧领导人会晤定于2015年11月23日至27日在苏州、上海、北京举行，其中，25日至27日在北京举行国事活动。为确保活动顺利进行,保障交通安全畅通，根据《北京市实施〈中华人民共和国道路交通安全法〉办法》的有关规定，11月25日至27日，首都机场高速公路、东二环路、长安街、建国门内外大街、复兴门内外大街将频繁采取临时交通管控措施。届时，交管部门将根据活动情况发布交通管控信息，请广大群众注意收听、收看，提前安排好出行路线，以免影响您的出行。请社会各单位和广大群众给予理解和支持，自觉遵照执行。特此通告。 北京市公安局 2015年11月19日"
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/445831/index.html,关于对大兴区部分道路 采取交通管理措施的通告,2016-04-05,北京市公安局公安交通管理局通告为保证大兴区部分道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年4月6日起，对大兴区部分道路采取以下交通管理措施：一、团河路（龙河路至京开高速公路西辅路之间路段），每天7时至21时，禁止机动车由东向西方向行驶； 　　 北京市公安局公安交通管理局 　　2016年3月14日2016年第22号关于对大兴区部分道路采取交通管理措施的通告为保证大兴区部分道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年4月6日起，对大兴区部分道路采取以下交通管理措施：一、团河路（龙河路至京开高速公路西辅路之间路段），每天7时至21时，禁止机动车由东向西方向行驶； 　　 北京市公安局公安交通管理局 　　2016年3月14日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/432411/index.html,关于西城区金融大街与华嘉胡同相交路口 西侧道路禁止机动车驶入的通告,2016-01-14,北京市公安局公安交通管理局通告 　　 北京市公安局公安交通管理局 2016年1月12日2016年第5号关于西城区金融大街与华嘉胡同相交路口西侧道路禁止机动车驶入的通告 　　 北京市公安局公安交通管理局 2016年1月12日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/424305/index.html,关于海淀区双清路旧路 禁止机动车由南向北方向行驶的通告,2015-11-20,北京市公安局公安交通管理局通告 北京市公安局公安交通管理局 　　2015年11月18日2015年第45号关于海淀区双清路旧路禁止机动车由南向北方向行驶的通告 北京市公安局公安交通管理局 　　2015年11月18日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/445828/index.html,关于对长安街（建国门至复兴门）等 部分道路采取交通管理措施的通告,2016-04-05,北京市公安局公安交通管理局通告为保证长安街（建国门至复兴门）等部分道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年4月11日起，长安街（建国门至复兴门）、广场东西侧路、府右街、正义路、复外大街（复兴门桥至木樨地桥）、建外大街（国贸桥至建国门桥）、复兴路（木樨地桥至新兴桥）、蒲黄榆路（玉蜓桥至刘家窑桥）、石景山区石景山路（玉泉路路口至鲁谷东街北口）禁止非机动车（自行车除外）通行。特此通告。 　　 北京市公安局公安交通管理局 　2016年3月28日2016年第21号关于对长安街（建国门至复兴门）等部分道路采取交通管理措施的通告为保证长安街（建国门至复兴门）等部分道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年4月11日起，长安街（建国门至复兴门）、广场东西侧路、府右街、正义路、复外大街（复兴门桥至木樨地桥）、建外大街（国贸桥至建国门桥）、复兴路（木樨地桥至新兴桥）、蒲黄榆路（玉蜓桥至刘家窑桥）、石景山区石景山路（玉泉路路口至鲁谷东街北口）禁止非机动车（自行车除外）通行。特此通告。 　　 北京市公安局公安交通管理局 　2016年3月28日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/432408/index.html,关于丰台区莲石路辅路与青塔西路交叉口 采取交通管理措施的通告,2016-01-14,北京市公安局公安交通管理局通告为保证丰台区莲石路辅路与青塔西路交叉口的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月17日起，丰台区莲石路辅路与青塔西路交叉口，禁止机动车由南向南方向掉头。特此通告。 北京市公安局公安交通管理局 　2016年1月12日2016年第4号关于丰台区莲石路辅路与青塔西路交叉口采取交通管理措施的通告为保证丰台区莲石路辅路与青塔西路交叉口的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月17日起，丰台区莲石路辅路与青塔西路交叉口，禁止机动车由南向南方向掉头。特此通告。 北京市公安局公安交通管理局 　2016年1月12日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/424302/index.html,关于对东城区前门地区部分道路 采取交通管理措施的通告,2015-11-20,北京市公安局公安交通管理局通告 　　 北京市公安局公安交通管理局 　2015年11月18日2015年第44号关于对东城区前门地区部分道路采取交通管理措施的通告 　　 北京市公安局公安交通管理局 　2015年11月18日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/445125/index.html,关于朝阳区双桥东路施工期间 机动车单向通行的通告,2016-03-31,北京市公安局公安交通管理局通告经有关部门批准，朝阳区双桥东路将进行再生水及污水管线施工。为保证施工期间的道路交通安全与畅通，根据《中华人民共和国道路交通安全法》及《中华人民共和国道路交通安全法实施条例》的有关规定，决定自2016年4月7日起至2016年7月20日止，朝阳区双桥东路（万子营路-万通路）机动车由西向东方向禁止通行，被禁行的机动车可绕行万子营路、万通路；自2016年7月21日起至2016年10月23日止，朝阳区双桥东路（万子营路-万通路）机动车由东向西方向禁止通行，被禁行的机动车可绕行万通路、万子营路。特此通告。 　　 北京市公安局公安交通管理局 　2016年3月30日2016年第20号关于朝阳区双桥东路施工期间机动车单向通行的通告经有关部门批准，朝阳区双桥东路将进行再生水及污水管线施工。为保证施工期间的道路交通安全与畅通，根据《中华人民共和国道路交通安全法》及《中华人民共和国道路交通安全法实施条例》的有关规定，决定自2016年4月7日起至2016年7月20日止，朝阳区双桥东路（万子营路-万通路）机动车由西向东方向禁止通行，被禁行的机动车可绕行万子营路、万通路；自2016年7月21日起至2016年10月23日止，朝阳区双桥东路（万子营路-万通路）机动车由东向西方向禁止通行，被禁行的机动车可绕行万通路、万子营路。特此通告。 　　 北京市公安局公安交通管理局 　2016年3月30日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/432405/index.html,关于朝阳区天力街东段 采取交通管理措施的通告,2016-01-14,北京市公安局公安交通管理局通告为保证朝阳区天力街东段（东三环辅路至富力中心西侧路之间路段）的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月16日起，朝阳区天力街东段（东三环辅路至富力中心西侧路之间路段），禁止机动车由西向东方向行驶。特此通告。 北京市公安局公安交通管理局 2016年1月12日2016年第3号关于朝阳区天力街东段采取交通管理措施的通告为保证朝阳区天力街东段（东三环辅路至富力中心西侧路之间路段）的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月16日起，朝阳区天力街东段（东三环辅路至富力中心西侧路之间路段），禁止机动车由西向东方向行驶。特此通告。 北京市公安局公安交通管理局 2016年1月12日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/423868/index.html,关于对本市部分道路 采取交通管理措施的通告,2015-11-19,"北京市公安局公安交通管理局通告为保证本市道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2015年11月27日起，对本市部分道路采取以下交通管理措施：一、长安街沿线及周边道路1．长安街及延长线新兴桥（不含）至国贸桥（不含）之间路段、广场东侧路、广场西侧路、北池子大街、南池子大街、北河沿大街、南河沿大街、人大会堂西路、正义路、台基厂大街,每天7时至20时，禁止中型普通客车、面包车通行；2．长安街及延长线新兴桥（不含）至国贸桥（不含）之间路段、广场东侧路、广场西侧路、北池子大街、南池子大街、北河沿大街、南河沿大街、府右街、北长街、南长街、人大会堂西路、正义路、台基厂大街,每天6时至22时，禁止外省、区、市核发号牌（含临时号牌）的载客汽车通行。二、府右街周边道路1．光明胡同（西红门胡同至西安门大街）禁止机动车由北向南行驶；2．博学胡同（府右街至西黄城根南街）禁止机动车由西向东行驶；3．太仆寺街（府右街至罗家胡同）禁止机动车由西向东行驶；4．力学胡同（府右街至横二条）禁止机动车由西向东行驶；5．北新华街（西绒线胡同至西长安街）7时至22时禁止机动车（公交车除外）由南向北行驶。三、二环路主路二环路主路（全线），每天6时至22时，禁止外省、区、市核发号牌（含临时号牌）的载客汽车通行。特此通告。北京市公安局公安交通管理局 2015年11月10日2015年第43号关于对本市部分道路采取交通管理措施的通告为保证本市道路的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2015年11月27日起，对本市部分道路采取以下交通管理措施：一、长安街沿线及周边道路1．长安街及延长线新兴桥（不含）至国贸桥（不含）之间路段、广场东侧路、广场西侧路、北池子大街、南池子大街、北河沿大街、南河沿大街、人大会堂西路、正义路、台基厂大街,每天7时至20时，禁止中型普通客车、面包车通行；2．长安街及延长线新兴桥（不含）至国贸桥（不含）之间路段、广场东侧路、广场西侧路、北池子大街、南池子大街、北河沿大街、南河沿大街、府右街、北长街、南长街、人大会堂西路、正义路、台基厂大街,每天6时至22时，禁止外省、区、市核发号牌（含临时号牌）的载客汽车通行。二、府右街周边道路1．光明胡同（西红门胡同至西安门大街）禁止机动车由北向南行驶；2．博学胡同（府右街至西黄城根南街）禁止机动车由西向东行驶；3．太仆寺街（府右街至罗家胡同）禁止机动车由西向东行驶；4．力学胡同（府右街至横二条）禁止机动车由西向东行驶；5．北新华街（西绒线胡同至西长安街）7时至22时禁止机动车（公交车除外）由南向北行驶。三、二环路主路二环路主路（全线），每天6时至22时，禁止外省、区、市核发号牌（含临时号牌）的载客汽车通行。特此通告。北京市公安局公安交通管理局 2015年11月10日"
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/444432/index.html,关于2016年“清明节”期间 调整本市机动车和非本市进京载客汽车 交通管理措施的公告,2016-03-29,北京市公安局公安交通管理局通告根据国务院办公厅关于2016年部分节假日的安排， 2016年4月2日至4日期间，对本市机动车和非本市进京载客汽车交通管理措施进行以下调整：一、本市机动车不受工作日高峰时段区域限行交通管理措施的限制。二、非本市进京载客汽车不受7时至9时、17时至20时禁止在五环路（含）以内道路行驶和9时至17时按车牌尾号区域限行交通管理措施的限制。特此公告。 　　北京市公安局公安交通管理局 　2016年3月28日（2016年 第2号）关于2016年“清明节”期间调整本市机动车和非本市进京载客汽车交通管理措施的公告根据国务院办公厅关于2016年部分节假日的安排， 2016年4月2日至4日期间，对本市机动车和非本市进京载客汽车交通管理措施进行以下调整：一、本市机动车不受工作日高峰时段区域限行交通管理措施的限制。二、非本市进京载客汽车不受7时至9时、17时至20时禁止在五环路（含）以内道路行驶和9时至17时按车牌尾号区域限行交通管理措施的限制。特此公告。 　　北京市公安局公安交通管理局 　2016年3月28日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/432165/index.html,关于长安街东单路口 西单路口采取交通管理措施的通告,2016-01-08,北京市公安局公安交通管理局通告为保证长安街东单路口、西单路口的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月13日起，长安街东单路口、西单路口，每天6时至23时，禁止机动车由南向南和由北向北方向掉头。特此通告。 北京市公安局公安交通管理局 　2016年1月7日2016年第2号关于长安街东单路口西单路口采取交通管理措施的通告为保证长安街东单路口、西单路口的交通安全与畅通，根据《中华人民共和国道路交通安全法》的有关规定，决定自2016年1月13日起，长安街东单路口、西单路口，每天6时至23时，禁止机动车由南向南和由北向北方向掉头。特此通告。 北京市公安局公安交通管理局 　2016年1月7日
http://bjjtgl.gov.cn/jgj/bjsgajgajtgljtg/443631/index.html,关于丰台区东大街三零七医院门前路口 采取交通管理措施的通告,2016-03-24,北京市公安局公安交通管理局通告 北京市公安局公安交通管理局 2016年3月22日2016年第18号关于丰台区东大街三零七医院门前路口采取交通管理措施的通告 北京市公安局公安交通管理局 2016年3月22日
